tile_id,mean_elevation,std_elevation,mean_slope,std_slope,mean_aspect,max_slope
TILE_032,3406.24951171875,199.2071990966797,14.842632293701172,6.6145524978637695,120.30075073242188,44.278419494628906
TILE_033,3026.433349609375,78.97846221923828,9.857699394226074,5.226112365722656,134.9609832763672,35.735130310058594
TILE_034,2774.15576171875,123.8811264038086,11.382142066955566,6.351494312286377,135.36190795898438,42.09034729003906
TILE_035,2632.27783203125,57.96787643432617,8.242066383361816,4.558643341064453,150.09764099121094,29.89430809020996
TILE_036,2482.828369140625,60.73851013183594,13.37813949584961,6.691364765167236,157.19876098632812,38.38420104980469
TILE_037,2342.288818359375,77.09644317626953,15.930887222290039,8.85395336151123,164.37637329101562,55.77649688720703
TILE_038,2149.045166015625,112.8721694946289,18.481369018554688,10.050553321838379,149.92718505859375,57.014862060546875
TILE_039,1949.892578125,77.90658569335938,17.114587783813477,8.372812271118164,157.120361328125,51.20264434814453
TILE_040,1854.29638671875,110.39434051513672,20.05194854736328,8.466853141784668,167.2274932861328,49.47608947753906
TILE_041,1651.5723876953125,53.24300003051758,5.376404762268066,5.235715866088867,128.70916748046875,42.96554946899414
TILE_042,1591.9146728515625,8.60261344909668,3.2327866554260254,2.1487014293670654,167.83290100097656,21.200075149536133
TILE_043,1593.6756591796875,12.605441093444824,4.471859931945801,2.7818520069122314,191.85548400878906,19.411483764648438
TILE_044,1592.6845703125,15.210129737854004,3.5189905166625977,2.0322890281677246,189.6608428955078,18.34009552001953
TILE_045,1597.56396484375,14.689117431640625,3.461104154586792,2.0586018562316895,172.089111328125,15.283884048461914
TILE_046,1587.30810546875,12.69981575012207,3.3505783081054688,2.061826705932617,167.83262634277344,17.327930450439453
TILE_047,1546.0703125,11.205714225769043,2.9723050594329834,1.7150006294250488,168.97274780273438,12.611771583557129
TILE_048,3366.619384765625,158.9442596435547,16.952638626098633,10.093379974365234,136.2777862548828,60.24673843383789
TILE_049,3185.554443359375,120.63980102539062,9.152226448059082,5.1471991539001465,149.90370178222656,38.598548889160156
TILE_050,2891.2978515625,112.86823272705078,10.993927001953125,5.938145160675049,119.88980865478516,38.280975341796875
TILE_051,2691.860107421875,79.2652587890625,12.028297424316406,7.740756988525391,151.0501708984375,37.81251907348633
TILE_052,2533.8818359375,108.5873031616211,17.95901107788086,7.687445640563965,168.79547119140625,41.17703628540039
TILE_053,2415.76953125,108.8116455078125,18.463272094726562,8.387799263000488,170.46456909179688,43.60529708862305
TILE_054,2212.103271484375,103.11537170410156,14.966760635375977,7.700658798217773,156.20985412597656,41.43744659423828
TILE_055,2013.0604248046875,102.2428207397461,15.178643226623535,6.832497596740723,154.4091033935547,39.785919189453125
TILE_056,1908.881103515625,99.87379455566406,16.216487884521484,6.693102836608887,150.62701416015625,41.48963165283203
TILE_057,1643.27197265625,31.254419326782227,4.300429344177246,3.4568755626678467,145.8979949951172,29.924074172973633
TILE_058,1593.1689453125,13.399589538574219,3.84330415725708,2.5646932125091553,167.1266632080078,25.995840072631836
TILE_059,1567.474853515625,12.596935272216797,3.8780012130737305,2.64556622505188,174.77357482910156,26.94853401184082
TILE_060,1553.1123046875,15.014415740966797,3.2902204990386963,2.1473593711853027,173.56906127929688,23.53443717956543
TILE_061,1547.6300048828125,20.460479736328125,3.347386598587036,1.9724072217941284,178.29795837402344,15.271583557128906
TILE_062,1541.380615234375,18.75859832763672,3.2259387969970703,1.9547021389007568,190.0592803955078,21.28815460205078
TILE_063,1536.653564453125,16.582530975341797,3.036505699157715,1.8349965810775757,160.78192138671875,15.257847785949707
TILE_064,3396.642822265625,136.5607147216797,15.27123737335205,9.996464729309082,159.05589294433594,57.29823684692383
TILE_065,3242.01416015625,119.8012466430664,9.094261169433594,5.315927505493164,162.03042602539062,35.274837493896484
TILE_066,3001.46923828125,142.31756591796875,11.669013977050781,5.343752384185791,125.96736907958984,30.969282150268555
TILE_067,2725.92236328125,86.0793685913086,12.63118839263916,7.286560535430908,148.52700805664062,41.4758186340332
TILE_068,2585.255126953125,84.31600952148438,14.184955596923828,8.455595016479492,166.29847717285156,39.57493209838867
TILE_069,2498.979736328125,102.7093734741211,16.30116081237793,8.436705589294434,180.2637481689453,45.01636505126953
TILE_070,2351.65283203125,134.0826416015625,21.178661346435547,7.820755481719971,159.87130737304688,45.706790924072266
TILE_071,2172.871337890625,99.37384796142578,15.05356216430664,7.060135364532471,150.03640747070312,44.130496978759766
TILE_072,1942.685302734375,90.41577911376953,16.45795249938965,6.545813083648682,154.05381774902344,41.58339309692383
TILE_073,1672.1336669921875,46.64776611328125,5.992100715637207,4.197784423828125,141.27334594726562,28.442249298095703
TILE_074,1587.40966796875,20.507108688354492,3.945604085922241,2.4922354221343994,154.7712860107422,19.812986373901367
TILE_075,1561.0262451171875,7.28526496887207,3.33632493019104,2.295997142791748,178.3268280029297,33.54115676879883
TILE_076,1585.8685302734375,24.989770889282227,3.8783416748046875,2.3920505046844482,204.59042358398438,24.607919692993164
TILE_077,1572.8651123046875,24.86458396911621,3.5243616104125977,2.159963369369507,147.47764587402344,13.535810470581055
TILE_078,1524.0296630859375,13.048222541809082,3.0444233417510986,1.8249784708023071,165.43994140625,14.925342559814453
TILE_079,1504.1041259765625,8.79366397857666,3.067500114440918,1.782321572303772,181.47535705566406,13.69583797454834
TILE_080,3473.053955078125,200.90269470214844,19.398801803588867,10.882240295410156,155.47067260742188,69.5597152709961
TILE_081,3115.092529296875,130.73483276367188,9.04984188079834,4.448018550872803,92.52739715576172,30.838014602661133
TILE_082,2884.594970703125,82.34346008300781,7.6781439781188965,4.602573394775391,130.07052612304688,30.921159744262695
TILE_083,2708.572265625,57.54961013793945,7.259278297424316,4.326483726501465,135.5794219970703,27.11673927307129
TILE_084,2627.291259765625,50.551387786865234,8.016805648803711,4.357994079589844,157.9329376220703,34.19104766845703
TILE_085,2526.423583984375,93.28447723388672,15.126266479492188,8.676187515258789,163.12872314453125,44.87918472290039
TILE_086,2292.164794921875,125.0289077758789,18.689313888549805,7.558071613311768,173.5178680419922,43.17966079711914
TILE_087,2152.76416015625,139.6355743408203,21.037744522094727,8.066047668457031,164.56167602539062,46.999900817871094
TILE_088,1945.461181640625,102.0162353515625,17.590593338012695,7.689792156219482,157.2198486328125,48.158477783203125
TILE_089,1683.409423828125,65.26577758789062,5.785908222198486,4.463754653930664,129.4038848876953,32.83415603637695
TILE_090,1610.399658203125,26.685293197631836,3.8786842823028564,2.7454183101654053,165.48391723632812,22.896814346313477
TILE_091,1562.0689697265625,15.622856140136719,3.4886648654937744,2.1614911556243896,161.06846618652344,20.167875289916992
TILE_092,1536.2158203125,13.478904724121094,3.264143943786621,1.9606319665908813,184.67279052734375,17.269655227661133
TILE_093,1536.031005859375,27.135501861572266,3.373615264892578,1.9871232509613037,174.17617797851562,14.430667877197266
TILE_094,1523.76171875,10.642313003540039,2.796354293823242,1.6917047500610352,179.88438415527344,13.804757118225098
TILE_095,1508.492919921875,12.126327514648438,2.795931339263916,1.6888571977615356,163.3522491455078,13.029519081115723
TILE_096,3224.755126953125,182.45860290527344,17.485265731811523,10.933073043823242,133.715087890625,66.73147583007812
TILE_097,3071.62646484375,182.6676483154297,15.036399841308594,7.716572284698486,137.3752899169922,44.91415786743164
TILE_098,2922.576416015625,152.225341796875,15.94030475616455,7.366650104522705,152.02301025390625,45.521575927734375
TILE_099,2662.32763671875,101.74266052246094,12.30541706085205,7.617023944854736,149.00782775878906,47.30628204345703
TILE_100,2548.718505859375,88.53272247314453,11.565620422363281,7.072071552276611,168.03651428222656,41.14031219482422
TILE_101,2462.31689453125,95.00032806396484,14.42603588104248,8.229935646057129,166.7469024658203,46.89053726196289
TILE_102,2370.00634765625,66.54928588867188,13.578851699829102,6.887100696563721,155.62245178222656,44.66050338745117
TILE_103,2347.7880859375,110.38677978515625,17.350534439086914,7.603790760040283,167.18922424316406,46.22520446777344
TILE_104,1951.0430908203125,129.15538024902344,14.805866241455078,6.779959678649902,138.58119201660156,44.01194381713867
TILE_105,1724.1148681640625,69.44115447998047,6.669238090515137,5.59569787979126,142.29177856445312,32.04362106323242
TILE_106,1643.743408203125,31.77544593811035,4.3385910987854,3.058377742767334,153.03358459472656,25.04724884033203
TILE_107,1554.1185302734375,14.89427661895752,3.4475457668304443,1.990384817123413,156.60833740234375,14.589658737182617
TILE_108,1526.0380859375,8.316202163696289,3.7880804538726807,2.4551265239715576,173.79446411132812,28.458160400390625
TILE_109,1507.4891357421875,6.721203804016113,3.4441535472869873,2.311826467514038,174.20419311523438,20.513635635375977
TILE_110,1495.428955078125,9.531045913696289,2.7128732204437256,1.8170878887176514,178.05819702148438,26.095726013183594
TILE_111,1491.236328125,13.894203186035156,2.3112478256225586,1.4497312307357788,169.5488739013672,14.077241897583008
TILE_112,3165.490478515625,168.16293334960938,13.56026840209961,6.868598937988281,165.0052947998047,41.27866744995117
TILE_113,3182.54248046875,179.59690856933594,16.49355697631836,6.27556037902832,160.70663452148438,42.32501220703125
TILE_114,2742.266357421875,149.93418884277344,13.793512344360352,6.364229679107666,159.51417541503906,36.53023910522461
TILE_115,2651.87451171875,138.0608673095703,12.695371627807617,6.216882705688477,152.30178833007812,34.43258285522461
TILE_116,2475.08203125,86.04524230957031,12.166216850280762,6.832546234130859,157.55288696289062,38.69397735595703
TILE_117,2313.656982421875,63.32830810546875,14.08133316040039,7.528838634490967,175.1431884765625,44.69606399536133
TILE_118,2343.323486328125,124.44850158691406,19.560348510742188,9.948298454284668,176.4276123046875,53.06881332397461
TILE_119,2109.624267578125,131.5618896484375,22.04676055908203,8.994537353515625,164.73733520507812,53.0729866027832
TILE_120,1993.681396484375,126.5398941040039,13.85888957977295,7.863498687744141,156.66793823242188,47.18850326538086
TILE_121,1841.9124755859375,87.6326904296875,10.813344955444336,5.724847793579102,145.9560089111328,37.18029022216797
TILE_122,1615.531982421875,43.65913009643555,4.748607158660889,3.6482791900634766,139.1981201171875,28.4902400970459
TILE_123,1555.572509765625,11.7655029296875,3.3016915321350098,1.9403533935546875,164.38626098632812,16.06688117980957
TILE_124,1527.5477294921875,9.584086418151855,3.324986219406128,2.1812188625335693,170.74862670898438,24.85670280456543
TILE_125,1520.1414794921875,10.513936996459961,2.8375253677368164,1.8883562088012695,172.34524536132812,18.90393829345703
TILE_126,1511.0948486328125,7.708594799041748,2.0060055255889893,1.2195578813552856,178.86451721191406,9.266449928283691
TILE_127,1504.8843994140625,9.401612281799316,2.2034287452697754,1.3633017539978027,162.80323791503906,10.48038387298584
TILE_128,3109.958251953125,195.14785766601562,14.306568145751953,8.670565605163574,135.25189208984375,50.62995147705078
TILE_129,2869.87109375,208.0686492919922,17.185190200805664,8.383739471435547,156.82650756835938,46.66041564941406
TILE_130,2581.5390625,69.02018737792969,9.586966514587402,6.4693474769592285,142.42225646972656,39.732765197753906
TILE_131,2530.97216796875,80.12458038330078,16.245784759521484,9.827943801879883,162.39956665039062,59.821414947509766
TILE_132,2465.823974609375,120.54137420654297,19.202363967895508,9.376150131225586,153.6085662841797,53.96043014526367
TILE_133,2262.290283203125,131.3878631591797,18.734024047851562,9.005963325500488,161.86895751953125,56.229042053222656
TILE_134,2079.900634765625,101.63780212402344,14.939711570739746,7.099981784820557,171.84634399414062,45.28120040893555
TILE_135,2030.578857421875,119.26883697509766,15.454678535461426,7.620054721832275,169.37950134277344,49.4024772644043
TILE_136,1835.3660888671875,92.23194122314453,13.332928657531738,8.193385124206543,144.501953125,52.92082214355469
TILE_137,1697.2618408203125,69.57225799560547,11.202498435974121,8.051863670349121,162.80848693847656,41.843544006347656
TILE_138,1615.606689453125,39.52294158935547,5.4997992515563965,4.8436598777771,157.03466796875,34.87514114379883
TILE_139,1606.226318359375,50.33790969848633,4.627258777618408,3.5584774017333984,182.34132385253906,28.375545501708984
TILE_140,1574.28564453125,20.205427169799805,3.3593530654907227,2.0966298580169678,163.4120330810547,16.655977249145508
TILE_141,1541.6688232421875,10.535378456115723,2.247131109237671,1.3246434926986694,160.12945556640625,9.558422088623047
TILE_142,1534.7301025390625,8.924055099487305,2.2811436653137207,1.390730619430542,178.890869140625,11.47105598449707
TILE_143,1531.2777099609375,18.44119644165039,2.2525949478149414,1.2586666345596313,181.49078369140625,9.572632789611816
TILE_144,3712.2255859375,219.74098205566406,25.256214141845703,11.34536075592041,154.97097778320312,71.97344970703125
TILE_145,3044.6669921875,227.47018432617188,15.272421836853027,7.516626358032227,89.44464111328125,40.77996826171875
TILE_146,2656.123046875,82.76165008544922,8.243953704833984,5.9786152839660645,137.83139038085938,42.925662994384766
TILE_147,2701.347900390625,149.8392791748047,13.252161026000977,6.874929428100586,157.21038818359375,51.512142181396484
TILE_148,2447.832763671875,55.40947723388672,9.101041793823242,5.157350540161133,151.950439453125,32.31468963623047
TILE_149,2378.826171875,92.43189239501953,12.844263076782227,6.25761079788208,168.8181915283203,38.757076263427734
TILE_150,2306.000244140625,131.61708068847656,16.056325912475586,7.947566986083984,162.05999755859375,51.6317138671875
TILE_151,2074.6142578125,121.88316345214844,16.558467864990234,7.850249767303467,142.8183135986328,55.1690788269043
TILE_152,1835.4044189453125,84.34514617919922,13.689412117004395,7.598400592803955,147.57754516601562,44.57313537597656
TILE_153,1824.1483154296875,99.10114288330078,11.392379760742188,7.0543131828308105,172.68389892578125,47.42173385620117
TILE_154,1754.5142822265625,85.30369567871094,10.990556716918945,6.172520160675049,153.61785888671875,35.42700958251953
TILE_155,1662.3472900390625,58.65782928466797,8.22403621673584,5.741540431976318,143.6691131591797,37.76812744140625
TILE_156,1575.6966552734375,24.110456466674805,3.248953342437744,2.343451738357544,153.6210174560547,17.461145401000977
TILE_157,1549.036376953125,12.26816463470459,2.5977611541748047,1.4586929082870483,183.38893127441406,10.843406677246094
TILE_158,1545.0096435546875,11.055841445922852,2.436126232147217,1.4035494327545166,172.9486541748047,10.141929626464844
TILE_159,1536.5875244140625,19.040117263793945,2.4317729473114014,1.3658616542816162,188.5333251953125,10.701421737670898
